domain,perm_idx,null_mean_diff_late,null_interaction_late_vs_early,null_interaction_late_vs_mid
external_lung,121,-0.00031965849140995944,-0.003578826381232497,0.0009596916644509144
external_lung,122,0.004619500477644488,0.004455319066689288,0.006220965034766926
external_lung,123,0.00256352538737295,-0.00019121258011775555,0.005308427493183379
external_lung,124,0.00649202711523821,0.0010120062361012316,0.0069954173660208745
external_lung,125,0.0027874844175714932,0.006838012217236686,-0.0014370747992070447
external_lung,126,0.0039143225401469806,0.0066518554840434285,0.004155370951497993
external_lung,127,-0.0035845190895131365,-0.00653941794743724,-0.0056402318460417045
external_lung,128,-0.006736219276945131,-0.006228620835701184,-0.006219903702474244
external_lung,129,-0.0027687024907850446,-0.003852391354085392,5.803059971442237e-05
external_lung,130,0.004168814042306411,0.0024039292284174507,0.0029687877547223225
external_lung,131,0.005359551123970324,7.417829003346799e-05,0.015070787913151093
external_lung,132,-0.0008890774446600006,0.0013077471129559577,-0.0024181500585779003
external_lung,133,-0.0010570096615648468,0.0036516832877500722,-0.006846812697537183
external_lung,134,-0.00156471437773902,-0.005249595406543989,-0.004948491419867464
external_lung,135,0.00752211370451721,0.008416606617744782,0.009479097880402363
external_lung,136,-0.0007277303002063881,-0.0006147496541449582,-0.003089361235252932
external_lung,137,0.00426270765911782,0.005000570133776666,0.009225940680255496
external_lung,138,0.0042323990520313675,0.006254085623882512,0.0002324590681755112
external_lung,139,-0.0008636295589426746,-0.0021828901544865,-0.0044841187505763325
external_lung,140,0.0019569370630121894,0.0037851753729048754,-0.00021026725603071061
external_lung,141,-0.007623403745603006,-0.007322206278026091,-0.014037790410014822
external_lung,142,-0.002295430022393565,-0.003204415757455235,-0.0013969194399680125
external_lung,143,0.004761077373620702,0.008624491175776433,0.009255235967039302
external_lung,144,-0.000619437397235754,-0.001669778318744125,-0.004142001816959164
external_lung,145,-0.012827100269368666,-0.012576754507956025,-0.018453569003855207
external_lung,146,0.00038236419602822685,0.001083410899230632,0.0011104699679387782
external_lung,147,-0.006333928259378961,-0.007235756231677095,-0.014489231108154931
external_lung,148,0.003999763457709517,0.002308207532631547,-0.004927705726096827
external_lung,149,0.00626896258785728,0.0036660300762122364,0.007562555681484978
external_lung,150,-0.0011355782441283824,0.0005378617115673796,-0.0037689887874244785
external_lung,151,0.0027600107289508144,0.0007058705240293637,0.007696840130535962
external_lung,152,-0.007983099480307796,-0.00887257920597113,-0.0010166352438681628
external_lung,153,-0.0008085097460088139,-0.0033589286923958,0.001991975093846715
external_lung,154,-0.008502820551766979,-0.008023273991132368,-0.008770263898170733
external_lung,155,-0.005389545781693307,-0.0038822559726231958,-0.007833551825144364
external_lung,156,0.0033212839988208767,0.005417601939147726,-0.004622846531721542
external_lung,157,-0.0022657057019864666,-0.0006859303520987312,-0.0026388128828348234
external_lung,158,-0.0060041248087451165,-0.007778687332279627,-0.004586512268221534
external_lung,159,0.003196450729185535,0.0007972470632344277,0.0017601497707922427
external_lung,160,-0.010339734006625587,-0.010558633663331438,-0.014096478233393911
external_lung,161,-0.008693465701874875,-0.008882535869810129,-0.011456017319332481
external_lung,162,0.0027032779663155593,-0.0013756313951063899,-0.00030730714078276234
external_lung,163,-0.0006549164947475908,-0.00038813394869531093,-0.002434129458941272
external_lung,164,-0.007398244773663086,-0.009431241012222601,-0.007832518660922744
external_lung,165,-0.0019711834981155454,-0.0031045242843385037,-0.0023049151781962263
external_lung,166,-0.001104285759866606,-0.0021734798032291744,-0.005676477166530867
external_lung,167,-0.008083386974387272,-0.0068335479644612744,-0.002508835075396092
external_lung,168,-0.0016740513552889469,-0.0017139340879233356,-0.0035364746177954836
external_lung,169,-0.005231527868170632,0.0008473911506838945,-0.004889636989573537
external_lung,170,-0.007883043905528603,-0.009204824447954443,-0.011368719663839613
external_lung,171,0.004114901000426006,0.002745239620587028,0.007162675029003834
external_lung,172,0.004211652533722493,0.007772233804437858,0.002354604591094091
external_lung,173,0.0007171843342534864,-0.0005551278082822538,0.01138329347400401
external_lung,174,0.007915971366514776,0.00673431083531557,0.009773550565147403
external_lung,175,-0.010285566034930721,-0.0058050384043071,-0.008231085907617166
external_lung,176,-0.0013652827163146697,0.00041484378078092865,0.0014950982737646223
external_lung,177,-0.0020605285985743718,2.0160272557107062e-05,-0.00211205263416539
external_lung,178,0.0009478360101986086,-0.0017942988331431653,-0.005712710047723048
external_lung,179,-0.0013240581768150887,-0.000862490509049324,0.0033362714324351728
external_lung,180,0.0009319868866753492,0.005614058714006545,-0.0020410868060132723
external_lung,181,-0.0006945789743457812,0.0008020949530932001,0.008232890209460563
external_lung,182,0.00090492656818326,-0.002105287905592677,-0.007174017395681807
external_lung,183,0.0020679090172865122,-0.00015019463334093675,0.004068340971843248
external_lung,184,0.009822007413773898,0.010666099542706317,0.010256281301033556
external_lung,185,-0.005326420559868289,-0.00612193548045641,-0.008417722226349428
external_lung,186,0.004210534166030446,0.0018386286154121463,0.00012021852304006965
external_lung,187,-0.002321462194790245,-0.0014457164133861349,-0.001969050781339641
external_lung,188,-0.003019056610459749,-0.0059652555973911114,-0.00752601196715183
external_lung,189,0.008518669675290238,0.010753210110557326,0.013109882921017493
external_lung,190,0.0002309955624279029,-0.00583090868960683,0.010691604743106015
external_lung,191,0.001506859612290884,0.00259997130772265,-0.007442257513989017
external_lung,192,0.0035451267374403315,0.00303052782217723,0.003470819201455468
external_lung,193,-0.009751990318555772,-0.01358275823276305,-0.014869247762390247
external_lung,194,-0.004211428668848059,-0.003228286389309989,-0.012248028922841814
external_lung,195,-0.004973073880684899,-0.005565706280627367,0.0031058700831801686
external_lung,196,0.0016540453108868554,-0.000603075003449999,-0.001134352943706868
external_lung,197,-0.000902688881021065,-0.0031248810696533533,-0.0033444186960521483
external_lung,198,0.0006642703672593286,-0.0012169204154545237,0.004364614683173998
external_lung,199,0.006429415229493279,0.005717983620043693,0.005883983200912574
external_lung,200,0.004936749511120784,0.0017920322725282862,0.0005838185771255
external_lung,201,-0.003617451802866258,-0.004668128022270282,-0.003473555115118626
external_lung,202,-0.0016275347376829286,-0.0011825409310701658,-0.005232354389895897
external_lung,203,-0.0032425991246782526,-0.0014143608147855664,-0.010355403963307041
external_lung,204,0.0021976830853758325,0.003414876207353377,0.00667385874595397
external_lung,205,0.003100954423954222,0.0074082839815816,-0.0005858144168565762
external_lung,206,-0.007398244773663086,-0.007927091503780672,-0.009607664242162556
external_lung,207,0.007264624055812695,0.010423587057326388,0.0002632792905782246
external_lung,208,-0.004072062509009923,-0.0037271301414605602,-0.0028594286084635077
external_lung,209,-0.00028747150433057017,0.0025956288641111975,0.00035397627033625917
external_lung,210,0.0013436881508036662,0.0010424906832267509,0.003316214977700932
external_lung,211,-0.000464271344639694,-0.002286459828073212,-0.003848048386768138
external_lung,212,0.0030929490150630643,0.006051751126143359,0.0056608546294950515
external_lung,213,0.0032368536826905083,0.0043116310771962405,0.002797458168165225
external_lung,214,0.0009126300083265407,0.0042232102608447215,0.0018552757774260111
external_lung,215,0.001638845353416879,-0.004423058898617854,0.00610660032728295
external_lung,216,-0.0074345691432272,-0.004980149580792394,-0.010137999330774073
external_lung,217,-0.0036423738549612727,0.0020845788176141926,-0.004550963673120588
external_lung,218,0.0020149950502923544,-0.00023864119111343318,-0.00034191570066885446
external_lung,219,-0.002890606830116743,-0.002923493691875547,-0.0003227012156847564
external_lung,220,0.005025020649915252,0.002245932856534192,0.00918601870683693
external_lung,221,-0.004183060477409767,-0.003976562202602517,-0.003565893751193011
external_lung,222,0.001989224950995211,0.005911202144868168,0.004187947504362641
external_lung,223,0.005105059621810894,0.0014689648132981772,0.008227136291423548
external_lung,224,-0.0029615882641160864,0.002478196790487747,0.004669371123381274
external_lung,225,-0.0021137334548524864,-0.0002325426721386341,0.0033493268816243613
external_lung,226,0.008279601995475219,0.013277477880048932,0.007182092394866697
external_lung,227,-0.009577194291971134,-0.007879588540433996,-0.009127158366677388
external_lung,228,0.011006035938033315,0.015149282299090117,0.013641357179159699
external_lung,229,-0.004010074998557221,-0.00491880585610476,0.0010181782340487333
external_lung,230,-0.0035226376691117147,-0.002334177862330561,-0.002504983192784203
external_lung,231,0.0028313143765299753,0.0014290071087425433,0.002891781670337499
external_lung,232,-0.008693465701874875,-0.003213444822737897,-0.012340327131885884
external_lung,233,-0.005862818233258821,-0.004783954352681539,0.0008132688036687858
external_lung,234,-0.005246636517787108,-0.008781863635975207,-0.01008156720318969
external_lung,235,0.0037141773220372245,0.006973345211859762,0.010988657913130112
external_lung,236,0.005153076194019436,0.00635020938380923,0.012223537322776912
external_lung,237,-0.0011417101052206002,-0.005842738664073449,-0.004360323548619899
external_lung,238,-0.00725887861382495,-0.008547070528277995,-0.005354542133935112
external_lung,239,0.0033535870845148217,0.00222352243904377,0.0028965192537221316
external_lung,240,-0.006374529063632848,-0.006517011851595525,-0.005149928453739581
external_lung,241,-0.0004887090760068528,0.0011092173418915572,0.00034919832822115826
external_lung,242,0.0002236151437157626,-0.0009735180460740308,0.0008498221994437487
external_lung,243,-0.001766006394703451,0.0010163642731714682,0.0073482743303055955
external_lung,244,0.005875845399766498,0.005775424598141741,0.004112306086811966
external_lung,245,0.00868856830708926,0.012227313878298738,0.009301814546135387
external_lung,246,0.0015269851705039157,0.0004622550368289049,0.0004258428324718324
external_lung,247,0.0024092046068291684,0.002242942156555063,-0.004948618954809775
external_lung,248,-0.00017608711682625308,0.005740829744776604,-0.001958787635890256
external_lung,249,0.0005523092834427331,0.0020986351338043254,-0.0036389458980884506
external_lung,250,-0.008075683534243991,-0.009859523027721315,-0.0018829524663325483
external_lung,251,0.0030680269629680492,0.00490346907591548,0.002110357023659239
external_lung,252,0.005153076194019436,0.00806399746768659,0.0015296606225501568
external_lung,253,-0.00256352538737295,-0.0011627669615566771,-0.0050471684197873345
external_lung,254,0.0013798146696188673,0.004027149912250125,-0.005673446931110965
external_lung,255,-0.0029241639187620925,-0.005209105138324335,-0.000824848014653351
external_lung,256,0.002256743619662318,0.0031216186419211664,0.003397856367851014
external_lung,257,0.002993509568185717,0.001342052289058047,-0.0021336276139722423
external_lung,258,-0.0008539423933871989,-0.004085812167876929,-0.0009282499293720622
external_lung,259,0.0007484768185152627,0.00189124043686964,0.0013182752788898078
external_lung,260,5.6177256102046824e-05,-9.002526198430746e-05,0.0027247204770015723
external_lung,261,0.0070365545603508035,0.008796614391516699,-0.0008206005536167222
external_lung,262,0.004765974768406317,0.008229206801818443,0.007144142461799979
external_lung,263,0.002452783572152034,0.0008770947083358478,-0.0038662069889728217
external_lung,264,-0.00024610421204437904,-0.003190477037170967,-0.00471385918591045
external_lung,265,-0.0006787298508225218,0.003346686108584879,0.003231706047835154
external_lung,266,-0.00039070773015711935,-0.0004510893025423679,0.0018919754731546445
external_lung,267,0.004161417618032025,0.004803130638629296,0.002506501664125943
external_lung,268,0.001955334374592286,0.0030607943166588527,-0.00018410970794965897
external_lung,269,0.0009762302157624211,0.006399000503546461,0.0002248996443382778
external_lung,270,0.0029219039518586787,0.0025006898075573456,0.0017807912036699829
external_lung,271,0.004619500477644488,0.003018142253831707,0.0024800563951025427
external_lung,272,0.009050258520401542,0.010325451682854803,0.010215404279190793
external_lung,273,-0.0043753083159375665,-0.005698472164637582,0.0014193387839086802
external_lung,274,-0.00036519203969197683,-0.002445880910823456,-0.004265107403496143
external_lung,275,0.0039046246213962077,0.0035661621980372835,0.005673308366236594
external_lung,276,-0.001982808063212965,-0.0026150538570929582,0.0012832137933627232
external_lung,277,-0.00017808159543374522,0.0012982946906915835,-0.011622029429375782
external_lung,278,-0.00791433638979038,-0.008546765706702885,-0.01076157851090312
external_lung,279,0.00034934291616871743,-0.0015800640018539258,-0.004645902430297916
external_lung,280,0.0012810762650587355,0.004205292575422005,0.002698688805582318
external_lung,281,0.009561345168447874,0.010529407656667256,0.008457334626949909
external_lung,282,0.0024050718618246016,0.0014877712309358804,0.0008583182471395092
external_lung,283,0.0003849622881693752,-0.0007338825394269202,0.0031610806962310647
external_lung,284,-0.0016275347376829286,-0.004447819402521785,-0.005559618578814161
external_lung,285,-0.003130392704097327,-0.000914250341924207,-0.0031888485365583474
external_lung,286,-0.008122465640145932,-0.0096421703685238,-0.009612249484442883
external_lung,287,-0.0017805383480076487,-0.0030930863150765335,-0.0010568353408512607
external_lung,288,0.0018922184878842618,0.00737223936702124,-0.003649551058447359
external_lung,289,0.0013956637931421267,0.0020002789385711963,0.0007824175540959988
external_lung,290,0.005528403857818304,0.007127497012263201,0.005654748105213482
external_lung,291,-0.0007923259113635136,-0.0022294169085567417,-0.005771499022819972
external_lung,292,0.0017669008975210638,-0.0007242510389337449,-0.0033653492274027348
external_lung,293,0.007348233722847051,0.004000416466714017,0.006886231088206454
external_lung,294,0.005190500539373431,0.006836119589843806,0.0020819993448646474
external_lung,295,-0.00024610421204437904,-0.004365249397999473,-0.00633889904669907
external_lung,296,-0.0006055827523199867,0.0009701061114961996,-0.008684526716185054
external_lung,297,2.2261473424924533e-05,-0.0013678810707602185,-0.003048339659812114
external_lung,298,0.007983099480307796,0.006214494936295158,0.0035862476880064434
external_lung,299,-0.006567168692348237,-0.005977056239287783,-0.018216616485362686
external_lung,300,0.0009675384539281906,0.00523933542077723,-0.003328144475901397
external_lung,301,-0.007931820490038035,-0.006313696150194106,-0.013832076182302172
external_lung,302,-0.00018360861787853713,-0.0004341743257763505,-0.002361635403848215
external_lung,303,0.0017242862709794156,0.0014067418675964745,-0.0003345966210883029
external_lung,304,0.00558292588431548,0.004701761054479198,0.01004195180013065
external_lung,305,0.0016582022317656875,0.003307927145889687,-0.0018060666193553307
external_lung,306,-0.008175739109023186,-0.009490113237896846,-0.013329637176420541
external_lung,307,0.012827100269368666,0.013325577607461458,0.011602499659475398
external_lung,308,-0.002341587753003277,-0.006945509758837389,-0.004686531794617635
external_lung,309,-0.00868772025988713,-0.008925937721150143,-0.01744324596007173
external_lung,310,0.0009603810922391617,-0.0034107090747186593,0.0036515314332540016
external_lung,311,-0.002755113334165199,0.0018135309584047061,-0.006334925758054305
external_lung,312,0.003442942193536922,0.008125014020868118,0.0013184907920843016
external_lung,313,0.0003984111703004001,-0.000694700525131366,-0.0028075946601365718
external_lung,314,-0.002771635294048234,0.0020128260705781684,-0.00031361247637356083
external_lung,315,0.006243192488560136,0.006012381440849303,0.005627078046048126
external_lung,316,-0.0004887090760068528,0.00037170203656443823,-0.0005009356574771362
external_lung,317,-0.006677774870560492,-0.005057763696139611,-0.007514073509031485
external_lung,318,0.0005273872313477183,0.002705257109375312,0.002827889386955486
external_lung,319,0.0006535993245285291,-0.0006106288975641084,0.0032763129526925854
external_lung,320,-0.002874152867946058,-0.005055897634243328,0.0011323785053785154
external_lung,321,-0.0004142602938236595,-0.0006111126532217515,0.000995668426192281
external_lung,322,0.002744161605427555,0.0036673884216017567,0.0026809814770627403
external_lung,323,-0.0010781098977847199,-0.0022504481273955637,-0.0011412900261495347
external_lung,324,-0.004211652533722493,-0.001753952148727117,-0.005530203072409377
external_lung,325,0.00529575306578553,0.00268558237099543,0.004845717140491784
external_lung,326,-0.0003849622881693752,-0.0025630870437111,-0.0035781626708330794
external_lung,327,0.0011404756389139976,0.0018138896417321895,4.17066005966118e-05
external_lung,328,0.0019711834981155454,0.0029224428173170074,-0.0036724847643986405
external_lung,329,-0.0007588035570738894,0.0006696918916383003,8.063840844240355e-05
external_lung,330,0.0010035925030023873,0.00484290513005641,0.0035872601554684616
external_lung,331,0.0023414716543887215,8.050035391237364e-05,0.0015020296888724285
external_lung,332,0.0034764992821822716,0.0032874291142470182,0.0026413047125115516
external_lung,333,0.0027874844175714932,0.001097029695055938,-0.00173439423872826
external_lung,334,-0.01176278375508454,-0.010447209842969218,-0.013171797556611364
external_lung,335,-0.0060290468608401315,-0.0017995667578431422,-0.006906861675867931
external_lung,336,0.004047499343911215,0.002538477169837433,0.008506525259726384
external_lung,337,-0.00118849221112254,-0.006784460571902823,-0.003951043828580146
external_lung,338,-0.003432920316859406,-0.00031405596129601343,0.00047655640415651245
external_lung,339,0.004798277854100262,0.0011731479859481701,0.008357394510591615
external_lung,340,-0.00039821331955148626,-0.005396089204125201,0.004806019540857881
external_lung,341,-0.0057573678560978074,-0.0034210142738399225,-0.002257410556489712
external_lung,342,-0.0014836300700554843,-0.0016204097560104196,-0.0020275818932939116
external_lung,343,-0.0013320635857062464,0.001203670283968496,0.007510437531053247
external_lung,344,0.0025644198901905633,0.00048066179430038746,0.006482936940717712
external_lung,345,0.003216728124477477,0.004464834769399804,-0.0008472152801355473
external_lung,346,0.0013046288287252756,-0.0012046741757402075,0.0026787621014572605
external_lung,347,0.004739833447715623,0.006608307582141454,0.0022561904153012386
external_lung,348,-0.003285854132074375,-0.002577474421734699,0.000348877997326108
external_lung,349,0.006254619202908642,0.005431806166987713,0.009003105934884115
external_lung,350,0.00793018551331364,0.007531001375329629,0.006494923461142879
external_lung,351,-0.005549998423329307,-0.008755247075835313,-0.0013470871490243261
external_lung,352,0.0006484212437360692,-0.004947547117044214,0.004331084558883544
external_lung,353,-0.0037291319427428713,-0.006183119331356522,0.00399945195659763
external_lung,354,0.012124473968396823,0.012653320698514409,0.014632483432605047
external_lung,355,0.003231682745183123,0.0029689887371356825,-0.004399276642314237
external_lung,356,-0.0013298036188028328,0.0006672211214152346,0.006021605716735444
external_lung,357,0.005047001634530729,0.005622979752938674,0.0013415443758502212
external_lung,358,0.003337133122344136,0.004518361479722186,0.00492293271272721
external_lung,359,-0.0002738340538439854,-0.003859167005026041,0.009031761868840388
external_lung,360,-0.002937753075381938,-0.0024638371609813727,0.00432301583394835
external_lung,361,0.008448652580072111,0.007823119414667058,0.005357350913590972
external_lung,362,-0.005205386547479938,-0.0019021512245668377,-0.009503354390229285
external_lung,363,-0.0025976873146657253,5.961476841473412e-05,-0.010938849529568593
external_lung,364,-0.002325622530865462,-0.0013726308466603296,-0.01261455710681376
external_lung,365,0.0030929490150630643,0.0024156840261053787,0.003155169965786122
external_lung,366,0.005078326407096999,0.002942518515407324,0.0034195254590139263
external_lung,367,0.008344789693620078,0.005571540128896314,0.015027290956648351
external_lung,368,-0.001387518109762148,-0.001635343924292774,-0.007203813152081952
external_lung,369,0.00992587030022593,0.010188564308273371,0.008552178326613693
external_lung,370,-0.0007484768185152627,-0.0006154101289420528,0.0045877927687439455
external_lung,371,-0.001316214462182987,0.004163806416953991,-0.007371409495633039
external_lung,372,0.0014511031194871054,-0.0020635412766206633,0.0006375564922899425
external_lung,373,-0.006130336901925927,-0.0059437866808726885,-0.005820082461562154
external_lung,374,-0.0058293287821604796,-0.007093557004253117,-0.005988335506300263
external_lung,375,0.0064236697875055355,0.0041891293522384465,0.005601427350016888
external_lung,376,-0.007691164289114104,-0.01041782647386529,-0.0017601335937184517
external_lung,377,-0.004744109882405395,-0.003874164870443869,-0.00866000082952198
