hypothesis_id,null_kind,domain,seed_tag,split_regime,layer,adaptive_k,perm_idx,null_value
H142,endpoint_swap_within_distance_bins,external_lung,seed44,dual_axis_disjoint,11,10,7,-0.00891376451077941
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,source_disjoint,11,11,0,-0.0031713554987212733
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,source_disjoint,11,11,1,0.0007161125319693484
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,source_disjoint,11,11,2,-0.0014322250639386969
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,source_disjoint,11,11,3,0.009718670076726221
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,source_disjoint,11,11,4,-0.024757033248081872
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,source_disjoint,11,11,5,-0.011048593350383662
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,source_disjoint,11,11,6,-0.021381074168797976
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,source_disjoint,11,11,7,-0.02322250639386192
H142,endpoint_swap_within_distance_bins,external_lung,seed43,source_disjoint,11,10,0,0.021083092186854113
H142,endpoint_swap_within_distance_bins,external_lung,seed43,source_disjoint,11,10,1,-0.04909053327821422
H142,endpoint_swap_within_distance_bins,external_lung,seed43,source_disjoint,11,10,2,-0.03276147168251342
H142,endpoint_swap_within_distance_bins,external_lung,seed43,source_disjoint,11,10,3,0.013125258371227688
H142,endpoint_swap_within_distance_bins,external_lung,seed43,source_disjoint,11,10,4,-0.00919801570897072
H142,endpoint_swap_within_distance_bins,external_lung,seed43,source_disjoint,11,10,5,0.00465068210004127
H142,endpoint_swap_within_distance_bins,external_lung,seed43,source_disjoint,11,10,6,-0.030694501860272894
H142,endpoint_swap_within_distance_bins,external_lung,seed43,source_disjoint,11,10,7,-0.007337742868954167
H142,endpoint_swap_within_distance_bins,external_lung,seed44,source_disjoint,11,11,0,-0.007286535303776653
H142,endpoint_swap_within_distance_bins,external_lung,seed44,source_disjoint,11,11,1,0.004823481116584594
H142,endpoint_swap_within_distance_bins,external_lung,seed44,source_disjoint,11,11,2,-0.02750410509031198
H142,endpoint_swap_within_distance_bins,external_lung,seed44,source_disjoint,11,11,3,-0.009339080459770166
H142,endpoint_swap_within_distance_bins,external_lung,seed44,source_disjoint,11,11,4,0.00020525451559938457
H142,endpoint_swap_within_distance_bins,external_lung,seed44,source_disjoint,11,11,5,-0.008004926108374333
H142,endpoint_swap_within_distance_bins,external_lung,seed44,source_disjoint,11,11,6,-0.015291461412151097
H142,endpoint_swap_within_distance_bins,external_lung,seed44,source_disjoint,11,11,7,-0.02606732348111651
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,target_disjoint,11,10,0,0.012202886247877687
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,target_disjoint,11,10,1,-0.05072156196943989
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,target_disjoint,11,10,2,-0.04966044142614612
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,target_disjoint,11,10,3,-0.03639643463497455
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,target_disjoint,11,10,4,-0.018357385398981463
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,target_disjoint,11,10,5,-0.007321731748726634
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,target_disjoint,11,10,6,-0.02928692699490676
H142,endpoint_swap_within_distance_bins,external_lung,seed42_main,target_disjoint,11,10,7,-0.033531409168081616
H142,endpoint_swap_within_distance_bins,external_lung,seed43,target_disjoint,11,10,0,-0.018463497453310662
H142,endpoint_swap_within_distance_bins,external_lung,seed43,target_disjoint,11,10,1,-0.005093378607809895
H142,endpoint_swap_within_distance_bins,external_lung,seed43,target_disjoint,11,10,2,-0.014006791171477073
H142,endpoint_swap_within_distance_bins,external_lung,seed43,target_disjoint,11,10,3,0.00021222410865873176
H142,endpoint_swap_within_distance_bins,external_lung,seed43,target_disjoint,11,10,4,-0.00456281833616301
H142,endpoint_swap_within_distance_bins,external_lung,seed43,target_disjoint,11,10,5,0.007215619694397213
H142,endpoint_swap_within_distance_bins,external_lung,seed43,target_disjoint,11,10,6,0.00222835314091685
H142,endpoint_swap_within_distance_bins,external_lung,seed43,target_disjoint,11,10,7,-0.022071307300509324
H142,endpoint_swap_within_distance_bins,external_lung,seed44,target_disjoint,11,11,0,-0.0013541666666666563
H142,endpoint_swap_within_distance_bins,external_lung,seed44,target_disjoint,11,11,1,0.00406250000000008
H142,endpoint_swap_within_distance_bins,external_lung,seed44,target_disjoint,11,11,2,-0.011562500000000142
H142,endpoint_swap_within_distance_bins,external_lung,seed44,target_disjoint,11,11,3,-0.015000000000000013
H142,endpoint_swap_within_distance_bins,external_lung,seed44,target_disjoint,11,11,4,-0.008333333333333415
H142,endpoint_swap_within_distance_bins,external_lung,seed44,target_disjoint,11,11,5,-0.001770833333333388
H142,endpoint_swap_within_distance_bins,external_lung,seed44,target_disjoint,11,11,6,-0.02937500000000015
H142,endpoint_swap_within_distance_bins,external_lung,seed44,target_disjoint,11,11,7,-0.00031250000000004885
H142,endpoint_swap_within_distance_bins,immune,seed42_main,dual_axis_disjoint,11,8,0,-0.01624496837262801
H142,endpoint_swap_within_distance_bins,immune,seed42_main,dual_axis_disjoint,11,8,1,0.013225991949396332
H142,endpoint_swap_within_distance_bins,immune,seed42_main,dual_axis_disjoint,11,8,2,0.036371477860839496
H142,endpoint_swap_within_distance_bins,immune,seed42_main,dual_axis_disjoint,11,8,3,0.008338125359401927
H142,endpoint_swap_within_distance_bins,immune,seed42_main,dual_axis_disjoint,11,8,4,-0.0038815411155836976
H142,endpoint_swap_within_distance_bins,immune,seed42_main,dual_axis_disjoint,11,8,5,0.019407705577918377
H142,endpoint_swap_within_distance_bins,immune,seed42_main,dual_axis_disjoint,11,8,6,0.007763082231167395
H142,endpoint_swap_within_distance_bins,immune,seed42_main,dual_axis_disjoint,11,8,7,0.018976423231742312
H142,endpoint_swap_within_distance_bins,immune,seed43,dual_axis_disjoint,11,9,0,0.007967570589879736
H142,endpoint_swap_within_distance_bins,immune,seed43,dual_axis_disjoint,11,9,1,0.01621470506010625
H142,endpoint_swap_within_distance_bins,immune,seed43,dual_axis_disjoint,11,9,2,-0.004612804025719952
H142,endpoint_swap_within_distance_bins,immune,seed43,dual_axis_disjoint,11,9,3,0.028096169974839214
H142,endpoint_swap_within_distance_bins,immune,seed43,dual_axis_disjoint,11,9,4,-0.02180598266703937
H142,endpoint_swap_within_distance_bins,immune,seed43,dual_axis_disjoint,11,9,5,0.018451216102879475
H142,endpoint_swap_within_distance_bins,immune,seed43,dual_axis_disjoint,11,9,6,0.0532569192060387
H142,endpoint_swap_within_distance_bins,immune,seed43,dual_axis_disjoint,11,9,7,-0.010623427453173129
H142,endpoint_swap_within_distance_bins,immune,seed44,dual_axis_disjoint,11,9,0,-0.01408855664174824
H142,endpoint_swap_within_distance_bins,immune,seed44,dual_axis_disjoint,11,9,1,-0.003162737205290589
H142,endpoint_swap_within_distance_bins,immune,seed44,dual_axis_disjoint,11,9,2,0.030477285796434495
H142,endpoint_swap_within_distance_bins,immune,seed44,dual_axis_disjoint,11,9,3,0.014519838987923861
H142,endpoint_swap_within_distance_bins,immune,seed44,dual_axis_disjoint,11,9,4,-0.0194077055779186
H142,endpoint_swap_within_distance_bins,immune,seed44,dual_axis_disjoint,11,9,5,0.007044278320873842
H142,endpoint_swap_within_distance_bins,immune,seed44,dual_axis_disjoint,11,9,6,0.0070442783208739534
H142,endpoint_swap_within_distance_bins,immune,seed44,dual_axis_disjoint,11,9,7,0.00805060379528455
H142,endpoint_swap_within_distance_bins,lung,seed42_main,source_disjoint,11,8,0,-0.023803620133895143
H142,endpoint_swap_within_distance_bins,lung,seed42_main,source_disjoint,11,8,1,-0.0027274981403422327
H142,endpoint_swap_within_distance_bins,lung,seed42_main,source_disjoint,11,8,2,-0.021902636581535573
H142,endpoint_swap_within_distance_bins,lung,seed42_main,source_disjoint,11,8,3,-0.009918175055789735
H142,endpoint_swap_within_distance_bins,lung,seed42_main,source_disjoint,11,8,4,-0.016695594677246017
H142,endpoint_swap_within_distance_bins,lung,seed42_main,source_disjoint,11,8,5,-0.014711959666088181
H142,endpoint_swap_within_distance_bins,lung,seed42_main,source_disjoint,11,8,6,-0.015703777171667155
H142,endpoint_swap_within_distance_bins,lung,seed42_main,source_disjoint,11,8,7,-0.045375650880238094
H142,endpoint_swap_within_distance_bins,lung,seed43,source_disjoint,11,8,0,-0.01512521696007929
H142,endpoint_swap_within_distance_bins,lung,seed43,source_disjoint,11,8,1,-0.027605587238614726
H142,endpoint_swap_within_distance_bins,lung,seed43,source_disjoint,11,8,2,-0.00702537399785097
H142,endpoint_swap_within_distance_bins,lung,seed43,source_disjoint,11,8,3,-0.03239937184891306
H142,endpoint_swap_within_distance_bins,lung,seed43,source_disjoint,11,8,4,-0.01107529547896513
H142,endpoint_swap_within_distance_bins,lung,seed43,source_disjoint,11,8,5,-0.009670220679394825
H142,endpoint_swap_within_distance_bins,lung,seed43,source_disjoint,11,8,6,-0.021158773452351398
H142,endpoint_swap_within_distance_bins,lung,seed43,source_disjoint,11,8,7,-0.021489379287544352
H142,endpoint_swap_within_distance_bins,lung,seed44,source_disjoint,11,8,0,-0.01851851851851849
H142,endpoint_swap_within_distance_bins,lung,seed44,source_disjoint,11,8,1,-0.012566137566137559
H142,endpoint_swap_within_distance_bins,lung,seed44,source_disjoint,11,8,2,-0.011078042328042326
H142,endpoint_swap_within_distance_bins,lung,seed44,source_disjoint,11,8,3,-0.026868386243386055
H142,endpoint_swap_within_distance_bins,lung,seed44,source_disjoint,11,8,4,-0.003472222222222099
H142,endpoint_swap_within_distance_bins,lung,seed44,source_disjoint,11,8,5,-0.023478835978836043
H142,endpoint_swap_within_distance_bins,lung,seed44,source_disjoint,11,8,6,-0.017278439153439074
H142,endpoint_swap_within_distance_bins,lung,seed44,source_disjoint,11,8,7,-0.019593253968253954
H142,endpoint_swap_within_distance_bins,lung,seed42_main,target_disjoint,11,8,0,-0.029017857142857095
H142,endpoint_swap_within_distance_bins,lung,seed42_main,target_disjoint,11,8,1,0.001071428571428612
H142,endpoint_swap_within_distance_bins,lung,seed42_main,target_disjoint,11,8,2,-0.01375000000000004
H142,endpoint_swap_within_distance_bins,lung,seed42_main,target_disjoint,11,8,3,-0.021339285714285672
H142,endpoint_swap_within_distance_bins,lung,seed42_main,target_disjoint,11,8,4,-0.030000000000000027
H142,endpoint_swap_within_distance_bins,lung,seed42_main,target_disjoint,11,8,5,-0.016249999999999987
H142,endpoint_swap_within_distance_bins,lung,seed42_main,target_disjoint,11,8,6,0.010535714285714315
H142,endpoint_swap_within_distance_bins,lung,seed42_main,target_disjoint,11,8,7,-0.01294642857142847
H142,endpoint_swap_within_distance_bins,lung,seed43,target_disjoint,11,8,0,0.0028045977011493806
H142,endpoint_swap_within_distance_bins,lung,seed43,target_disjoint,11,8,1,0.003908045977011554
H142,endpoint_swap_within_distance_bins,lung,seed43,target_disjoint,11,8,2,0.009333333333333305
H142,endpoint_swap_within_distance_bins,lung,seed43,target_disjoint,11,8,3,-0.009149425287356294
H142,endpoint_swap_within_distance_bins,lung,seed43,target_disjoint,11,8,4,-0.00013793103448278554
H142,endpoint_swap_within_distance_bins,lung,seed43,target_disjoint,11,8,5,-0.00675862068965527
H142,endpoint_swap_within_distance_bins,lung,seed43,target_disjoint,11,8,6,-0.013011494252873623
H142,endpoint_swap_within_distance_bins,lung,seed43,target_disjoint,11,8,7,-0.0037241379310345435
H142,endpoint_swap_within_distance_bins,lung,seed44,target_disjoint,11,9,0,0.002513690636502308
H142,endpoint_swap_within_distance_bins,lung,seed44,target_disjoint,11,9,1,-0.000807971990304357
H142,endpoint_swap_within_distance_bins,lung,seed44,target_disjoint,11,9,2,-0.030343836969207394
H142,endpoint_swap_within_distance_bins,lung,seed44,target_disjoint,11,9,3,-0.016159439806086806
H142,endpoint_swap_within_distance_bins,lung,seed44,target_disjoint,11,9,4,0.0006284226591254383
H142,endpoint_swap_within_distance_bins,lung,seed44,target_disjoint,11,9,5,-0.020558398419965873
H142,endpoint_swap_within_distance_bins,lung,seed44,target_disjoint,11,9,6,-0.012299129185743718
H142,endpoint_swap_within_distance_bins,lung,seed44,target_disjoint,11,9,7,-0.010862734536313923
H142,label_permutation,external_lung,seed42_main,dual_axis_disjoint,11,11,0,-0.14043898809523808
H142,label_permutation,external_lung,seed42_main,dual_axis_disjoint,11,11,1,-0.1328125
H142,label_permutation,external_lung,seed42_main,dual_axis_disjoint,11,11,2,-0.03980654761904756
H142,label_permutation,external_lung,seed42_main,dual_axis_disjoint,11,11,3,-0.036086309523809534
H142,label_permutation,external_lung,seed42_main,dual_axis_disjoint,11,11,4,-0.0641741071428572
H142,label_permutation,external_lung,seed42_main,dual_axis_disjoint,11,11,5,-0.021205357142857206
H142,label_permutation,external_lung,seed42_main,dual_axis_disjoint,11,11,6,-0.04892113095238093
H142,label_permutation,external_lung,seed42_main,dual_axis_disjoint,11,11,7,-0.10137648809523803
H142,label_permutation,external_lung,seed43,dual_axis_disjoint,11,10,0,-0.060677236249755295
H142,label_permutation,external_lung,seed43,dual_axis_disjoint,11,10,1,-0.033666079467606136
H142,label_permutation,external_lung,seed43,dual_axis_disjoint,11,10,2,-0.04863965550988447
H142,label_permutation,external_lung,seed43,dual_axis_disjoint,11,10,3,-0.05304364846349585
H142,label_permutation,external_lung,seed43,dual_axis_disjoint,11,10,4,-0.026032491681346692
H142,label_permutation,external_lung,seed43,dual_axis_disjoint,11,10,5,-0.09375611665687988
H142,label_permutation,external_lung,seed43,dual_axis_disjoint,11,10,6,-0.050694852221569886
H142,label_permutation,external_lung,seed43,dual_axis_disjoint,11,10,7,0.02133489919749454
H142,label_permutation,external_lung,seed44,dual_axis_disjoint,11,10,0,-0.0019693200663351007
H142,label_permutation,external_lung,seed44,dual_axis_disjoint,11,10,1,-0.043946932006633466
H142,label_permutation,external_lung,seed44,dual_axis_disjoint,11,10,2,-0.11815920398009949
H142,label_permutation,external_lung,seed44,dual_axis_disjoint,11,10,3,0.03461857379767819
H142,label_permutation,external_lung,seed44,dual_axis_disjoint,11,10,4,0.011608623548922115
H142,label_permutation,external_lung,seed44,dual_axis_disjoint,11,10,5,-0.07213930348258701
H142,label_permutation,external_lung,seed44,dual_axis_disjoint,11,10,6,-0.0033167495854063977
H142,label_permutation,external_lung,seed44,dual_axis_disjoint,11,10,7,-0.0835406301824212
H142,label_permutation,external_lung,seed42_main,source_disjoint,11,11,0,-0.019437340153452554
H142,label_permutation,external_lung,seed42_main,source_disjoint,11,11,1,0.061687979539642
H142,label_permutation,external_lung,seed42_main,source_disjoint,11,11,2,-0.0033759590792838967
H142,label_permutation,external_lung,seed42_main,source_disjoint,11,11,3,-0.11907928388746813
H142,label_permutation,external_lung,seed42_main,source_disjoint,11,11,4,-0.037033248081841386
H142,label_permutation,external_lung,seed42_main,source_disjoint,11,11,5,0.049104859335038276
H142,label_permutation,external_lung,seed42_main,source_disjoint,11,11,6,0.010895140664961667
H142,label_permutation,external_lung,seed42_main,source_disjoint,11,11,7,-0.052736572890025535
H142,label_permutation,external_lung,seed43,source_disjoint,11,10,0,0.024390243902439046
H142,label_permutation,external_lung,seed43,source_disjoint,11,10,1,-0.017982637453493044
H142,label_permutation,external_lung,seed43,source_disjoint,11,10,2,-0.015037205456800318
H142,label_permutation,external_lung,seed43,source_disjoint,11,10,3,-0.020256304257957658
H142,label_permutation,external_lung,seed43,source_disjoint,11,10,4,0.0016535758577924664
H142,label_permutation,external_lung,seed43,source_disjoint,11,10,5,-0.004237288135593209
H142,label_permutation,external_lung,seed43,source_disjoint,11,10,6,0.07368747416287724
H142,label_permutation,external_lung,seed43,source_disjoint,11,10,7,-0.03420835055808191
H142,label_permutation,external_lung,seed44,source_disjoint,11,11,0,0.08569376026272568
H142,label_permutation,external_lung,seed44,source_disjoint,11,11,1,-0.05239121510673239
H142,label_permutation,external_lung,seed44,source_disjoint,11,11,2,-0.04669540229885066
H142,label_permutation,external_lung,seed44,source_disjoint,11,11,3,0.010467980295566504
H142,label_permutation,external_lung,seed44,source_disjoint,11,11,4,-0.04074302134646979
H142,label_permutation,external_lung,seed44,source_disjoint,11,11,5,-0.02083333333333337
H142,label_permutation,external_lung,seed44,source_disjoint,11,11,6,-0.12099753694581278
H142,label_permutation,external_lung,seed44,source_disjoint,11,11,7,-0.012366584564860506
H142,label_permutation,external_lung,seed42_main,target_disjoint,11,10,0,0.019471561969439777
H142,label_permutation,external_lung,seed42_main,target_disjoint,11,10,1,-0.007056451612903136
H142,label_permutation,external_lung,seed42_main,target_disjoint,11,10,2,-0.03384974533106966
H142,label_permutation,external_lung,seed42_main,target_disjoint,11,10,3,-0.08351018675721555
H142,label_permutation,external_lung,seed42_main,target_disjoint,11,10,4,-0.0901952461799661
H142,label_permutation,external_lung,seed42_main,target_disjoint,11,10,5,0.0020691850594228844
H142,label_permutation,external_lung,seed42_main,target_disjoint,11,10,6,0.011407045840407637
H142,label_permutation,external_lung,seed42_main,target_disjoint,11,10,7,-0.0134762308998303
H142,label_permutation,external_lung,seed43,target_disjoint,11,10,0,-0.04790959252971139
H142,label_permutation,external_lung,seed43,target_disjoint,11,10,1,-0.013317062818336334
H142,label_permutation,external_lung,seed43,target_disjoint,11,10,2,0.01193760611205441
H142,label_permutation,external_lung,seed43,target_disjoint,11,10,3,-0.049713497453310884
H142,label_permutation,external_lung,seed43,target_disjoint,11,10,4,-0.012202886247877687
H142,label_permutation,external_lung,seed43,target_disjoint,11,10,5,0.020002122241086773
H142,label_permutation,external_lung,seed43,target_disjoint,11,10,6,-0.05862691001697784
H142,label_permutation,external_lung,seed43,target_disjoint,11,10,7,-0.028544142614601142
H142,label_permutation,external_lung,seed44,target_disjoint,11,11,0,-0.0030208333333334725
H142,label_permutation,external_lung,seed44,target_disjoint,11,11,1,-0.09489583333333329
H142,label_permutation,external_lung,seed44,target_disjoint,11,11,2,-0.04614583333333333
H142,label_permutation,external_lung,seed44,target_disjoint,11,11,3,-0.038541666666666696
H142,label_permutation,external_lung,seed44,target_disjoint,11,11,4,-0.07291666666666663
H142,label_permutation,external_lung,seed44,target_disjoint,11,11,5,0.009062500000000084
H142,label_permutation,external_lung,seed44,target_disjoint,11,11,6,-0.0759375000000001
H142,label_permutation,external_lung,seed44,target_disjoint,11,11,7,-0.05875000000000008
H142,label_permutation,immune,seed42_main,dual_axis_disjoint,11,8,0,0.01854514088556658
H142,label_permutation,immune,seed42_main,dual_axis_disjoint,11,8,1,0.0728867165037379
H142,label_permutation,immune,seed42_main,dual_axis_disjoint,11,8,2,-0.027817711328349537
H142,label_permutation,immune,seed42_main,dual_axis_disjoint,11,8,3,0.07791834387579077
H142,label_permutation,immune,seed42_main,dual_axis_disjoint,11,8,4,0.06296722254169063
H142,label_permutation,immune,seed42_main,dual_axis_disjoint,11,8,5,-0.00445658424381834
H142,label_permutation,immune,seed42_main,dual_axis_disjoint,11,8,6,0.0691489361702129
H142,label_permutation,immune,seed42_main,dual_axis_disjoint,11,8,7,0.03198677400805061
H142,label_permutation,immune,seed43,dual_axis_disjoint,11,9,0,0.006290187307799955
H142,label_permutation,immune,seed43,dual_axis_disjoint,11,9,1,-0.03180039138943258
H142,label_permutation,immune,seed43,dual_axis_disjoint,11,9,2,-0.05395582890690509
H142,label_permutation,immune,seed43,dual_axis_disjoint,11,9,3,0.054654738607771924
H142,label_permutation,immune,seed43,dual_axis_disjoint,11,9,4,-0.05004193458205197
H142,label_permutation,immune,seed43,dual_axis_disjoint,11,9,5,-0.09435280961699744
H142,label_permutation,immune,seed43,dual_axis_disjoint,11,9,6,-0.11769639362594353
H142,label_permutation,immune,seed43,dual_axis_disjoint,11,9,7,-0.047945205479452024
H142,label_permutation,immune,seed44,dual_axis_disjoint,11,9,0,0.0018688901667625046
H142,label_permutation,immune,seed44,dual_axis_disjoint,11,9,1,-0.004384703852788996
H142,label_permutation,immune,seed44,dual_axis_disjoint,11,9,2,0.030117883841287996
H142,label_permutation,immune,seed44,dual_axis_disjoint,11,9,3,0.05232892466935013
H142,label_permutation,immune,seed44,dual_axis_disjoint,11,9,4,0.01840138010350778
H142,label_permutation,immune,seed44,dual_axis_disjoint,11,9,5,-0.006109833237492812
H142,label_permutation,immune,seed44,dual_axis_disjoint,11,9,6,-0.02019838987924094
H142,label_permutation,immune,seed44,dual_axis_disjoint,11,9,7,-0.09243818286371486
H142,label_permutation,lung,seed42_main,source_disjoint,11,8,0,-0.001157120423175395
H142,label_permutation,lung,seed42_main,source_disjoint,11,8,1,-0.06083147367551034
H142,label_permutation,lung,seed42_main,source_disjoint,11,8,2,-0.02281180262831639
H142,label_permutation,lung,seed42_main,source_disjoint,11,8,3,-0.01004215224398708
H142,label_permutation,lung,seed42_main,source_disjoint,11,8,4,0.030622365484750835
H142,label_permutation,lung,seed42_main,source_disjoint,11,8,5,-0.01471195966608807
H142,label_permutation,lung,seed42_main,source_disjoint,11,8,6,-0.0051243904454914
H142,label_permutation,lung,seed42_main,source_disjoint,11,8,7,-0.04025126043474658
H142,label_permutation,lung,seed43,source_disjoint,11,8,0,-0.030622365484750835
H142,label_permutation,lung,seed43,source_disjoint,11,8,1,-0.031242251425737666
H142,label_permutation,lung,seed43,source_disjoint,11,8,2,-0.0013224233407719277
H142,label_permutation,lung,seed43,source_disjoint,11,8,3,-0.03157285726093062
H142,label_permutation,lung,seed43,source_disjoint,11,8,4,-0.007232002644846691
H142,label_permutation,lung,seed43,source_disjoint,11,8,5,0.015414497065873056
H142,label_permutation,lung,seed43,source_disjoint,11,8,6,-0.029754525167369206
H142,label_permutation,lung,seed43,source_disjoint,11,8,7,-0.04562360525663278
H142,label_permutation,lung,seed44,source_disjoint,11,8,0,-0.0004960317460317443
H142,label_permutation,lung,seed44,source_disjoint,11,8,1,-0.03381283068783081
H142,label_permutation,lung,seed44,source_disjoint,11,8,2,0.017857142857142794
H142,label_permutation,lung,seed44,source_disjoint,11,8,3,-0.09759424603174593
H142,label_permutation,lung,seed44,source_disjoint,11,8,4,0.010085978835978837
H142,label_permutation,lung,seed44,source_disjoint,11,8,5,0.06365740740740733
H142,label_permutation,lung,seed44,source_disjoint,11,8,6,-0.034639550264550234
H142,label_permutation,lung,seed44,source_disjoint,11,8,7,-0.016410383597883604
H142,label_permutation,lung,seed42_main,target_disjoint,11,8,0,-0.10767857142857129
H142,label_permutation,lung,seed42_main,target_disjoint,11,8,1,-0.08633928571428584
H142,label_permutation,lung,seed42_main,target_disjoint,11,8,2,-0.006785714285714173
H142,label_permutation,lung,seed42_main,target_disjoint,11,8,3,0.0008928571428572507
H142,label_permutation,lung,seed42_main,target_disjoint,11,8,4,-0.01571428571428579
H142,label_permutation,lung,seed42_main,target_disjoint,11,8,5,-0.09169642857142835
H142,label_permutation,lung,seed42_main,target_disjoint,11,8,6,-0.09857142857142853
H142,label_permutation,lung,seed42_main,target_disjoint,11,8,7,-0.040892857142857175
H142,label_permutation,lung,seed43,target_disjoint,11,8,0,0.0
H142,label_permutation,lung,seed43,target_disjoint,11,8,1,-0.0357701149425288
H142,label_permutation,lung,seed43,target_disjoint,11,8,2,-0.03770114942528724
H142,label_permutation,lung,seed43,target_disjoint,11,8,3,-0.04381609195402292
H142,label_permutation,lung,seed43,target_disjoint,11,8,4,0.003632183908046094
H142,label_permutation,lung,seed43,target_disjoint,11,8,5,-0.0226206896551725
H142,label_permutation,lung,seed43,target_disjoint,11,8,6,-0.029609195402299004
H142,label_permutation,lung,seed43,target_disjoint,11,8,7,-0.0011034482758621733
H142,label_permutation,lung,seed44,target_disjoint,11,9,0,-0.0170571864619804
H142,label_permutation,lung,seed44,target_disjoint,11,9,1,0.02073794775114468
H142,label_permutation,lung,seed44,target_disjoint,11,9,2,0.005117155938594076
H142,label_permutation,lung,seed44,target_disjoint,11,9,3,-0.02684262501122192
H142,label_permutation,lung,seed44,target_disjoint,11,9,4,0.011132058533081968
H142,label_permutation,lung,seed44,target_disjoint,11,9,5,-0.05781488463955475
H142,label_permutation,lung,seed44,target_disjoint,11,9,6,-0.02316186372205775
H142,label_permutation,lung,seed44,target_disjoint,11,9,7,-0.03375527426160341
H142,sectional_row_shuffle,external_lung,seed42_main,dual_axis_disjoint,11,11,0,-0.07161458333333326
H142,sectional_row_shuffle,external_lung,seed42_main,dual_axis_disjoint,11,11,1,-0.007254464285714302
H142,sectional_row_shuffle,external_lung,seed42_main,dual_axis_disjoint,11,11,2,-0.016555059523809423
H142,sectional_row_shuffle,external_lung,seed42_main,dual_axis_disjoint,11,11,3,-0.09188988095238093
H142,sectional_row_shuffle,external_lung,seed42_main,dual_axis_disjoint,11,11,4,-0.0725446428571428
H142,sectional_row_shuffle,external_lung,seed42_main,dual_axis_disjoint,11,11,5,-0.014136904761904656
H142,sectional_row_shuffle,external_lung,seed42_main,dual_axis_disjoint,11,11,6,-0.0011160714285715079
H142,sectional_row_shuffle,external_lung,seed42_main,dual_axis_disjoint,11,11,7,-0.02604166666666652
